Type of property,Location,postal code,immo code,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,province
house,borgerhout,2140,9940689,€190000,"Bredabaan, 896",3,D,354.0,0,0,0,44,0,2,0,To renovate,0,1,0,0,2,Semi equipped,0,Antwerp
flat-studio,evere,1140,10662365,€70/month.,Rue de la Concorde 16,0,B,47.0,0,0,5,0,28,2,2012,As new,0,1,1,0,1,Hyper equipped,Gas,Brussels Capital Region
house,saint-nicolas,4420,10662364,€,Rue J. Wettinck 49,4,F,436.0,0,0,200,415,16,3,0,Good,0,1,1,1,1,Installed,Fuel oil,Liège
apartment,evere,1140,10662363,€1275/month,"Avenue des Petits Champs, 63",3,A,20.0,0,0,0,0,0,2,0,As new,0,1,1,0,2,0,Gas,Brussels Capital Region
villa,villersla-ville sart-dames-avelines,1495,10662361,€310000,Rue Nestor Vandercamme 58,2,B,158.0,0,0,20,385,0,4,0,As new,0,1,0,0,0,0,0,Walloon Brabant
house,farciennes,6240,10662356,€130000,"Chaussée Nationale 4, b 21",1,NS,0.0,0,0,0,1550,0,4,0,To renovate,0,0,0,0,0,0,0,Luxembourg (shared with Eastern Hainaut)
house,vise,4600,10631501,€239000,Avenue Franklin Roosevelt 22A,3,D,298.0,0,0,13,78,0,2,0,0,0,0,0,0,0,Installed,Gas,Liège
mixed-use-building,quévy quévyle-grand,7040,10662355,€395000,"Boulevard Kennedy, 69",15,F,447.0,0,1,0,21500,0,4,0,To renovate,0,4,0,0,0,0,0,Hainaut (West)
house,baelen (lg.),4837,10662354,€240000,"Avenue du Chêne, 101",4,G,519.0,0,1,0,0,0,4,0,0,0,0,1,0,2,Installed,Electric,Liège
house,dilbeek,1700,10662351,€289000,avenue des Combattants 186A,3,C,292.0,0,0,0,204,33,2,1956,0,0,1,0,0,2,Installed,Gas,Flemish Brabant
house,pironchamps,6240,10662328,€,Chaussée de Charleroi 226,2,E,370.0,0,0,15,50,0,3,0,Good,0,1,0,0,1,Semi equipped,Gas,Luxembourg (shared with Eastern Hainaut)
flat-studio,westende,8434,10662327,€85000,Leopoldlaan 228,0,C,264.0,0,0,0,0,0,0,1968,Good,0,1,0,0,1,0,0,West Flanders
apartment,gilly,6060,10662326,€119000,Chaussée de Charleroi 226,2,C,201.0,0,0,0,0,27,0,0,To be done up,0,0,1,0,1,Semi equipped,Gas,Luxembourg (shared with Eastern Hainaut)
house,westerlo,2260,10662320,€285000,Markt 20,3,B,176.0,0,1,0,0,0,2,1994,Good,0,1,0,0,2,Semi equipped,Gas,Antwerp
house,hemptinne,5380,10662318,€,Rue d'Horpmael 26,3,NS,0.0,0,0,0,1958,0,4,0,0,0,0,0,0,0,0,0,Namur
house,avelgem,8583,10662317,€230000,Hulstedorp 18,4,F,645.0,0,1,0,710,0,3,0,Good,0,0,0,0,2,Installed,Gas,West Flanders
ground-floor,willebroek,2830,10662315,€269000,"Frankrijklei, 94",2,NS,0.0,0,0,0,0,0,0,2023,Good,0,1,0,0,1,0,0,Antwerp
penthouse,willebroek,2830,10662316,€515000,"Frankrijklei, 94",3,NS,0.0,0,0,0,0,0,0,2023,Good,0,1,0,0,1,0,0,Antwerp
ground-floor,willebroek,2830,10662314,€220000,"Frankrijklei, 94",1,NS,0.0,0,0,0,0,0,0,2023,Good,0,1,0,0,1,0,0,Antwerp
new-real-estate-project-apartments,willebroek,2830,10662313,€515000,"Frankrijklei, 94",0,NS,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antwerp
house,asse,1730,10662311,€330000,Kalkovenlaan 77,2,D,355.0,0,1,0,425,0,3,1941,Good,0,0,0,0,0,0,Gas,
new-real-estate-project-apartments,brugge,8200,10662289,€595000,Smedenstraat 21,0,NS,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Flanders
house,oostende,8400,10662273,€239000,Groentemarkt 1,4,D,355.0,0,0,0,179,0,4,1955,To renovate,0,1,0,0,2,0,Gas,West Flanders
house,bachte-maria-leerne,9800,10662267,€625000,Maenhoutstraat 49,5,NS,0.0,0,0,0,177,0,4,2022,Good,0,2,0,0,3,0,0,East Flanders
house,wevelgem,8560,10662266,€165000,Vanackerestraat 2,2,C,218.0,0,1,0,300,0,2,0,Good,0,1,0,0,1,0,Gas,West Flanders
house,turnhout,2300,10662263,€425000,PARKLAAN 46,3,A,95.0,0,0,0,315,0,2,2015,Good,0,1,0,1,2,0,Gas,Antwerp
apartment,sint-niklaas,9100,10662260,€239000,Mercatorstraat 64,1,B,150.0,0,0,0,0,20,2,0,Good,0,1,0,0,2,0,0,East Flanders
apartment,ronse,9600,10662258,€269600,Vredestraat 45,2,NS,0.0,0,0,8,0,0,0,2020,Good,0,1,0,0,1,0,0,East Flanders
house,gent,9050,10415906,€278000,Désiré Van Monckhovenstraat 2,4,F,759.0,0,0,0,65,21,4,1930,To renovate,0,1,0,0,0,0,0,East Flanders
villa,nijlen,2560,10662257,€474000,Turnhoutsebaan 328,4,C,268.0,0,0,30,565,40,4,0,Good,0,2,0,1,2,0,Gas,Antwerp
apartment,lier,2500,10662256,€294000,Antwerpsesteenweg 359,2,NS,0.0,0,0,0,0,0,2,2022,0,0,1,0,0,1,0,0,Antwerp
apartment,lier,2500,10662255,€339000,Antwerpsesteenweg 359,2,NS,0.0,0,0,10,0,0,2,2022,0,0,1,0,0,1,0,0,Antwerp
apartment,lier,2500,10662254,€235000,Antwerpsesteenweg 359,1,NS,0.0,0,0,0,0,0,2,2022,0,0,1,0,0,1,0,0,Antwerp
apartment,oostende,8400,10662251,€320000,Leopold I plein 9,3,B,125.0,0,0,8,0,40,0,1967,Good,0,1,0,0,1,0,Fuel oil,West Flanders
apartment,antwerp,2018,10662246,€249900,Korte Nieuwstraat 16,1,B,168.0,0,1,0,0,0,2,0,Good,0,1,0,0,1,0,Gas,Antwerp
apartment,antwerpen berchem,2600,10662245,€249900,Korte Nieuwstraat 16,1,B,168.0,0,1,0,0,0,2,0,Good,0,1,0,0,1,0,Gas,Antwerp
apartment,antwerpen wilrijk,2610,10662244,€195000,Korte Nieuwstraat 16,1,C,276.0,0,1,0,0,0,2,0,Good,0,1,0,0,1,Installed,Gas,Antwerp
duplex,etterbeek,1040,10662239,€520000,Avenue Louise 251 (6ième étage),2,F,307.0,0,0,25,0,51,4,1995,Good,0,1,1,1,2,USA semi equipped,Gas,Brussels Capital Region
house,etterbeek,1040,10662238,€520000,Avenue Louise 251 (6ième étage),3,F,307.0,0,0,50,123,51,4,1995,Good,0,1,1,1,2,USA semi equipped,Gas,Brussels Capital Region
ground-floor,denderleeuw,9470,10662235,€229000,Steenweg 299,2,D,337.0,0,1,0,0,25,0,1971,Good,0,1,0,1,2,Installed,Electric,East Flanders
villa,walhain,1457,10662234,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walloon Brabant
country-cottage,drongen,9031,10662231,€470000,Damstraat 131 bus1,3,F,594.0,0,1,0,903,0,4,1945,To renovate,0,1,0,0,2,Semi equipped,Gas,East Flanders
villa,oosterzele,9860,10662230,€649000,Damstraat 131 bus1,3,C,240.0,0,1,0,0,0,4,1998,0,0,2,0,0,0,Installed,Gas,East Flanders
apartment,deinze,9800,10662229,€183380,Damstraat 131 bus1,2,A,94.0,0,1,0,0,0,2,1968,To be done up,0,1,0,0,0,Installed,Gas,East Flanders
villa,couvin,5660,10662216,€270000,Rue Grande 70,4,E,384.0,0,1,0,1400,28,0,0,Just renovated,0,0,1,0,1,0,Fuel oil,Namur
apartment,merksem (antwerpen),2170,10662213,€160000,Lambrechtshoekenlaan 169,2,C,270.0,0,0,0,0,0,2,1975,To be done up,0,1,0,0,0,Installed,Gas,Antwerp
house,hoeilaart,1560,10662211,€498000,GEMEENTEPLEIN 7,2,F,506.0,0,0,20,745,50,4,1970,To be done up,0,1,0,0,2,Semi equipped,Gas,Flemish Brabant
house,seraing,4100,10662207,€165000,Route du Condroz 151,3,G,619.0,0,1,0,410,29,4,0,To be done up,0,1,0,0,2,Semi equipped,Gas,Liège
mixed-use-building,st-michiels,8200,10662203,€849000,Generaal Lemanlaan 202,5,D,320.0,0,0,30,961,47,3,1969,Good,0,3,0,1,3,Installed,Gas,West Flanders
house,embourg,4053,10662200,€279000,Avenue des Ardennes 1/02,3,F,467.0,0,0,15,346,44,3,1966,Good,0,1,0,0,2,Installed,Fuel oil,Liège
apartment,hoboken,2660,10662198,€175000,Prins Boudewijnlaan 122,2,B,150.0,0,0,12,0,28,0,1968,As new,0,1,0,0,1,Installed,Gas,Antwerp
house,dilbeek,1700,10662197,€449000,"Ninoofsesteenweg, 255",4,E,475.0,0,0,0,448,31,4,1959,Good,0,1,0,1,0,0,Gas,Flemish Brabant
house,beveren,9120,10662192,€330000,Dendermondsesteenweg 149/4,3,B,159.0,0,0,0,248,25,2,0,As new,0,1,0,0,2,Hyper equipped,0,East Flanders
house,vaux-sous-chèvremont,4051,10394480,€570/month,"Avenue des Petits Champs, 63",2,C,248.0,0,0,0,80,0,2,0,Good,0,1,0,0,0,0,0,Liège
house,erpe-mere,9420,10662191,€298000,Hoogstraat 20,3,D,362.0,0,1,0,600,24,4,1900,To be done up,0,1,0,0,1,USA installed,Fuel oil,East Flanders
apartment,overijse,3090,10567948,€487000,Brusselsesteenweg 604,2,D,306.0,0,0,9,0,53,2,1920,As new,0,1,0,1,1,Hyper equipped,Gas,Flemish Brabant
villa,evergem,9940,10662189,€820000,Boelare 67,4,A,54.0,0,0,0,552,0,4,2010,Good,0,1,0,0,0,Installed,Gas,East Flanders
house,wolvertem,1861,10566229,€395000,Kerkhofstraat 76,4,D,349.0,0,0,0,290,30,3,1956,Good,0,1,0,1,0,0,Gas,Flemish Brabant
mansion,les bons villers,6210,10500975,€390000,"place d'Omalius, 1",5,E,377.0,0,1,0,810,43,4,1899,To renovate,0,1,2,0,2,Semi equipped,Gas,Luxembourg (shared with Eastern Hainaut)
villa,rixensart,1330,10662177,€550000,"Avenue Albert Ier, 304",3,E,370.0,0,0,0,1133,43,4,1980,Good,0,1,1,1,0,Not installed,Gas,Walloon Brabant
house,la bouverie,7080,10662176,€144000,Rue de Virginal 83,3,NS,0.0,0,0,20,245,27,2,0,0,0,1,1,0,2,Installed,Gas,Hainaut (West)
house,la bouverie,7080,10662175,€134000,Rue de Virginal 83,3,NS,0.0,0,0,20,195,40,3,0,0,0,1,1,0,2,0,Gas,Hainaut (West)
house,la bouverie,7080,10662174,€144000,Rue de Virginal 83,3,NS,0.0,0,0,20,245,27,2,0,0,0,1,1,0,2,Installed,Gas,Hainaut (West)
house,la bouverie,7080,10662173,€144000,Rue de Virginal 83,3,NS,0.0,0,0,20,245,27,2,0,0,0,1,1,0,2,Installed,Gas,Hainaut (West)
house,la bouverie,7080,10662172,€154000,Rue de Virginal 83,3,NS,0.0,0,0,18,359,27,3,0,0,0,1,1,0,2,Installed,Gas,Hainaut (West)
house,la bouverie,7080,10662171,€139000,Rue de Virginal 83,3,NS,0.0,0,0,20,195,40,3,0,0,0,1,1,0,2,0,Gas,Hainaut (West)
house,la bouverie,7080,10662170,€149000,Rue de Virginal 83,3,NS,0.0,0,0,20,245,27,2,0,0,0,1,1,0,2,Installed,Gas,Hainaut (West)
house,la bouverie,7080,10662169,€149000,Rue de Virginal 83,3,NS,0.0,0,0,20,245,27,2,0,0,0,1,1,0,2,Installed,Gas,Hainaut (West)
house,la bouverie,7080,10662167,€149000,Rue de Virginal 83,3,NS,0.0,0,0,20,245,27,2,0,0,0,1,1,0,2,Installed,Gas,Hainaut (West)
house,la bouverie,7080,10662166,€159000,Rue de Virginal 83,3,NS,0.0,0,0,18,359,27,3,0,0,0,1,1,0,2,Installed,Gas,Hainaut (West)
house,la bouverie,7080,10662165,€209000,Rue de Virginal 83,3,NS,0.0,0,0,20,195,40,3,0,0,0,1,1,0,2,0,Gas,Hainaut (West)
house,la bouverie,7080,10662164,€219000,Rue de Virginal 83,3,NS,0.0,0,0,20,245,27,2,0,0,0,1,1,0,2,Installed,Gas,Hainaut (West)
house,la bouverie,7080,10662163,€219000,Rue de Virginal 83,3,NS,0.0,0,0,20,245,27,2,0,0,0,1,1,0,2,Installed,Gas,Hainaut (West)
house,la bouverie,7080,10662162,€219000,Rue de Virginal 83,3,NS,0.0,0,0,20,245,27,2,0,0,0,1,1,0,2,Installed,Gas,Hainaut (West)
house,la bouverie,7080,10662161,€229000,Rue de Virginal 83,3,NS,0.0,0,0,18,359,27,3,0,0,0,1,1,0,2,Installed,Gas,Hainaut (West)
apartment,anderlecht,1070,10662158,€41/month,Av. Van Crombrugghe 59,2,D,194.0,0,0,2,0,25,2,0,Good,0,1,0,0,1,0,Gas,Brussels Capital Region
house,alveringem,8690,10662155,€335950,De Breyne Pellaertstraat 13,3,NS,0.0,0,1,0,483,33,0,0,As new,0,0,0,0,2,Hyper equipped,Gas,West Flanders
house,alveringem,8690,10662154,€326000,De Breyne Pellaertstraat 13,3,NS,0.0,0,0,0,274,35,0,0,As new,0,0,0,0,2,Hyper equipped,Gas,West Flanders
apartment,oudenburg,8460,10662153,€355000,Koningsstraat 23,2,NS,0.0,0,0,20,0,33,0,0,As new,0,0,0,0,2,Hyper equipped,Gas,West Flanders
house,grobbendonk,2280,10584531,€324500,Langestraat 71,3,C,212.0,0,0,30,368,0,3,1930,Good,0,1,1,0,1,Installed,Gas,Antwerp
apartment,nivelles,1400,10662148,€340000,Grand' Route 3,2,A,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,Installed,0,Walloon Brabant
apartment,heist (knokke-heist),8301,10662147,€330000,Zeelaan 276,2,B,197.0,0,1,0,0,0,2,1987,To be done up,0,1,0,0,0,0,Electric,West Flanders
house,anzegem,8570,10662146,€195000,Gentiel Antheunisplein 6,3,F,638.0,0,0,0,461,0,0,0,0,0,1,0,0,1,0,Fuel oil,West Flanders
house,sint-laureins,9988,10662145,€215000,Boelare 67,2,E,460.0,0,0,0,319,0,2,1930,Good,0,1,0,0,0,Installed,Gas,East Flanders
house,lokeren,9160,10662143,€399500,Plezantstraat 71,3,B,101.0,0,0,0,141,0,3,2017,0,0,1,0,0,2,0,Gas,East Flanders
house,sint-niklaas,9100,10662142,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Flanders
apartment,liezele,2870,10662139,€299000,Dr. Persoonslaan 15 b,2,A,95.0,0,0,6,0,38,0,2007,Good,0,1,0,0,1,Installed,Gas,Antwerp
new-real-estate-project-apartments,woluwe-saint-lambert,1200,10662032,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brussels Capital Region
house,froyennes,7503,10647842,€159000,Avenue de Maire 202,3,G,518.0,0,0,0,430,0,2,0,0,0,1,0,0,1,0,Gas,Hainaut (West)
house,templeuve,7520,10632392,€189000,Avenue de Maire 202,3,E,393.0,0,0,0,1065,0,3,0,0,0,1,0,0,1,0,Gas,Hainaut (West)
house,mouscron,7700,10609716,€165000,Avenue de Maire 202,3,D,333.0,0,0,0,190,25,2,0,0,0,0,1,0,1,0,Gas,Hainaut (West)
house,neufchâteau,6840,10662010,€210000,"Avenue de la Gare, 171",4,G,542.0,0,1,0,172,0,2,1968,To renovate,0,1,0,0,0,0,Fuel oil,Luxembourg (shared with Eastern Hainaut)
apartment-block,molenbeek-saint-jean,1080,10591720,€849000,Drève Richelle 197,7,F,345.0,0,1,0,0,0,3,1920,To renovate,0,4,0,0,4,Not installed,0,Brussels Capital Region
apartment-block,tournai,7500,10662003,€189000,Impasse Saint-Paul 16,0,E,406.0,0,0,0,0,0,3,0,0,0,3,0,0,0,Installed,Gas,Hainaut (West)
exceptional-property,knesselare,9910,10661999,€4235000,Wiezeplein 13,30,B,139.0,0,1,0,6014,0,4,0,0,0,0,0,1,0,0,Gas,East Flanders
duplex,anderlecht,1070,9808607,€225000,Bd Félix Paulsen 24-26,2,E,266.0,0,0,0,0,33,2,0,0,0,1,0,0,0,Installed,Gas,Brussels Capital Region
house,st-niklaas,9100,10661998,€149000,Ten Bos 11,2,D,370.0,0,1,0,70,0,2,1918,To renovate,0,1,0,0,1,Semi equipped,Gas,East Flanders
apartment,linkeroever (antwerpen),2050,10661992,€25.000.,Blancefloerlaan 301,2,B,174.0,0,0,10,0,0,3,1975,Good,0,1,0,0,0,Installed,Gas,Antwerp
ground-floor,boom,2850,10661990,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antwerp
house,sint-niklaas,9100,10661989,€325000,Bredabaan 433,3,C,213.0,0,0,15,289,0,2,0,0,0,1,0,0,2,Installed,Gas,East Flanders
apartment,nimy,7020,10661982,€219000,"Rue de la Besace, 14",2,B,0.0,0,0,27,0,33,0,0,0,0,0,1,0,1,Semi equipped,Gas,Hainaut (West)
apartment,mechelen,2800,10661968,€,Mechelbaan 509,2,B,170.0,0,1,0,0,0,3,1970,To renovate,0,1,0,0,1,Installed,Gas,Antwerp
house,sint-katelijne-waver,2860,10661967,€598000,Mechelbaan 509,3,C,291.0,0,1,0,1485,0,4,1973,Good,0,1,1,0,2,Installed,Fuel oil,Antwerp
house,vaux-sur-sûre,6640,10661958,€465000,Place McAuliffe 43,3,B,152.0,0,1,0,4024,0,4,2006,0,0,1,0,0,2,0,Fuel oil,Luxembourg (shared with Eastern Hainaut)
apartment,bruxelles,1000,10661953,€240000,Avenue de Woluwe-Saint-Lambert 35,1,D,168.0,0,0,0,0,25,2,0,0,0,0,1,0,1,Semi equipped,Gas,Brussels Capital Region
apartment-block,bruxelles,1000,10661951,€750000,Avenue de Woluwe-Saint-Lambert 35,3,E,223.0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,Brussels Capital Region
house,ninove,9400,10661948,€239000,Molenstraat 1,3,C,240.0,0,0,20,211,26,2,1930,As new,0,1,0,0,1,Installed,0,East Flanders
apartment,bruxelles,1000,10661945,€370000,Rue de Laeken 91,2,C,123.0,1,0,13,0,45,2,2008,0,0,1,0,0,1,Semi equipped,0,Brussels Capital Region
mixed-use-building,schaerbeek,1030,10661938,€985000,Brusselsesteenweg 65,6,E,229.0,0,0,0,110,0,2,1920,Good,0,3,0,0,4,Semi equipped,Gas,Brussels Capital Region
villa,ougrée,4102,10661937,€499999,Avenue Victor Nicolai 43,4,G,0.0,0,0,550,1200,0,4,0,Good,0,1,1,0,3,0,0,Liège
house,avelgem,8583,10661935,€230000,Hulstedorp 18,4,F,645.0,0,1,0,710,0,3,0,Good,0,0,0,0,2,Installed,Gas,West Flanders
apartment,antwerp,2610,10661933,€7300,Italiëlei 207,3,C,251.0,0,0,0,0,0,3,1967,Good,0,1,1,0,1,Not installed,Gas,Antwerp
house,antwerp,2018,10661932,€399000,Italiëlei 207,3,C,274.0,0,0,0,68,0,2,0,Good,0,1,0,0,1,Semi equipped,Gas,Antwerp
house,marchienne-au-pont,6030,10661927,€79000,Rue de gilly 81,2,E,0.0,0,0,14,284,14,2,0,Good,0,1,0,0,1,Semi equipped,Gas,Luxembourg (shared with Eastern Hainaut)
house,jumet,6040,10661926,€,Rue de gilly 81,4,D,279.0,0,0,30,254,31,3,0,As new,0,0,1,0,1,Installed,Fuel oil,Luxembourg (shared with Eastern Hainaut)
house,anhÉe,5537,10453301,€215000,Route de Landen 82,3,E,341.0,0,0,0,1900,0,4,0,Good,0,1,0,0,2,0,Fuel oil,Namur
house,aalst,9300,10661923,€265000,Molenstraat 22A,3,NS,0.0,0,1,0,56,29,2,1874,Good,0,2,0,0,0,0,Gas,East Flanders
house,beringen,3580,10661922,€365000,Tiensesteenweg 227/101,3,D,348.0,0,0,0,1250,0,4,1972,Just renovated,0,1,0,0,0,Installed,Fuel oil,Limburg
house,quiÉvrain,7380,10661921,€100000,"Rue de l'Eglise, 1",2,G,575.0,0,0,0,47,0,3,0,0,0,0,1,0,0,0,Electric,Hainaut (West)
house,boussu,7300,10661920,€100000,"Rue de l'Eglise, 1",2,F,460.0,0,1,0,410,0,2,0,To renovate,0,1,0,0,0,0,Gas,Hainaut (West)
house,pÂturages,7340,10661914,€130000,"Rue de l'Eglise, 1",3,E,379.0,0,0,0,210,0,3,0,To renovate,0,1,0,0,0,0,Gas,Hainaut (West)
villa,haasrode,3053,10661911,€798000,"Culostraat, 44",4,NS,0.0,0,0,0,915,62,3,2023,As new,0,2,0,0,0,Hyper equipped,0,Flemish Brabant
flat-studio,saint-gilles,1060,10661908,€145000,Rue Washington 128b,0,G,455.0,1,0,0,0,0,2,0,Good,0,0,1,0,1,Installed,Gas,Brussels Capital Region
apartment,asse,1730,10661902,€42,Meyskensstraat 222,3,B,132.0,0,0,0,0,55,2,1996,Good,0,1,0,0,2,Installed,Gas,
penthouse,sint-laureins,9980,10661898,€15.000.,Brugse Steenweg 170,3,NS,0.0,0,0,12,0,48,0,0,Good,0,2,0,0,1,0,Gas,East Flanders
house,brugge,8000,10661896,€349000,Brugse Steenweg 170,3,B,133.0,0,1,0,150,30,0,0,Good,0,1,0,0,1,0,Gas,West Flanders
apartment,sint-laureins,9980,10661895,€15.000.,Brugse Steenweg 170,1,NS,0.0,0,0,8,0,31,0,0,Good,0,1,0,0,1,0,Gas,East Flanders
apartment,fleron,4620,10661894,€455000,Boulevard d'Avroy 19,4,B,103.0,1,0,0,0,54,0,2014,As new,0,4,0,0,3,Installed,0,Liège
house,wijnegem,2110,10661893,€359000,Korte Nieuwstraat 16,3,B,195.0,0,0,0,175,0,2,1935,Good,0,1,1,0,2,Installed,0,Antwerp
apartment,sint-laureins,9980,10661891,€15.000.,Brugse Steenweg 170,1,NS,0.0,0,0,8,0,30,0,0,Good,0,1,0,0,1,0,Gas,East Flanders
house,mouscron,7700,10661890,€174900,4 rue du Luxembourg,4,C,186.0,0,0,20,0,0,0,0,As new,0,2,0,0,2,0,0,Hainaut (West)
house,blankenberge,8370,10661888,€349000,Brugse Steenweg 170,4,B,139.0,0,1,0,50,70,0,0,Just renovated,0,3,0,0,3,0,Gas,West Flanders
apartment,sint-laureins,9980,10661886,€15.000.,Brugse Steenweg 170,1,NS,0.0,0,0,8,0,30,0,0,Good,0,1,0,0,1,0,Gas,East Flanders
apartment,mouscron,7700,10661884,€174900,4 rue du Luxembourg,4,C,186.0,0,0,20,0,0,0,0,As new,0,2,0,0,2,0,0,Hainaut (West)
apartment-block,sint-genesius-rode,1640,10661878,€1495000,Alsembergsesteenweg 660,6,NS,0.0,0,0,0,1184,0,3,1930,Good,0,2,0,0,0,Not installed,Gas,Flemish Brabant
house,oostende,8400,10661877,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West Flanders
mixed-use-building,sint-genesius-rode,1640,10661872,€1495000,Alsembergsesteenweg 660,6,NS,0.0,0,0,0,1184,0,3,1930,Good,0,2,0,0,0,Not installed,Gas,Flemish Brabant
apartment,sint-genesius-rode,1640,10661870,€279000,Alsembergsesteenweg 660,2,C,254.0,0,0,29,0,0,2,1931,Just renovated,0,1,0,0,1,Installed,Gas,Flemish Brabant
house,wijer,3850,10353268,€469000,"Tegelrijstraat, 46",2,C,277.0,0,0,0,2210,0,4,2001,Good,0,1,0,0,2,Installed,Gas,Limburg
house,alleur,4432,10661869,€.,"rue De Huy, 273",3,D,340.0,0,0,17,360,0,3,1979,As new,0,0,1,0,2,0,Fuel oil,Liège
apartment-block,sclayn,5300,10661868,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Namur
apartment,vottem,4041,10661867,€230000,"rue De Huy, 273",2,A,83.0,0,0,0,0,0,0,0,As new,0,0,1,0,1,0,Gas,Liège
house,oreye,4360,10661866,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liège
house,celles,4317,10661865,€345000,"rue De Huy, 273",3,NS,0.0,0,0,0,952,0,3,0,0,0,1,1,0,2,0,0,Liège
duplex,ixelles,1050,10661861,€850000,Chaussée de la Hulpe 166,4,E,227.0,0,0,115,0,44,2,1899,Just renovated,0,2,0,1,2,Installed,Gas,Brussels Capital Region
house,mechelen,2800,10661860,€298500,Raghenoplein 15 B4,3,C,217.0,0,0,0,70,0,2,0,Good,0,1,0,0,0,0,Gas,Antwerp
house,roeselare,8800,10635664,€175000,Noordstraat 4,2,D,382.0,0,1,0,259,0,2,0,To renovate,0,1,0,0,1,Not installed,Gas,West Flanders
house,ronse,9600,10641432,€335000,Abeelstraat 9A,4,D,323.0,0,0,0,0,0,2,1935,As new,0,2,0,0,2,Installed,Gas,East Flanders
town-house,loverval,6280,10661855,€240000,Place du Centre 2,3,D,256.0,0,0,52,205,33,3,1963,As new,0,1,0,0,1,Installed,Gas,Luxembourg (shared with Eastern Hainaut)
duplex,ixelles,1050,10633705,€840000,Avenue Louise 231,3,NS,0.0,0,0,35,0,40,2,0,Just renovated,0,2,0,1,2,USA hyper equipped,Gas,Brussels Capital Region
apartment-block,namur,5000,10661842,€/,Avenue du Bourgmestre Jean Materne 96/1,8,C,211.0,0,0,40,634,0,3,1974,Good,0,8,0,0,6,Not installed,Gas,Namur
apartment,namur,5000,10661841,€165000,Avenue du Bourgmestre Jean Materne 96/1,2,G,540.0,0,1,0,0,0,3,1974,Good,0,1,1,0,1,Not installed,Gas,Namur
house,gilly,6060,10661839,€,Chaussée de Charleroi 226,2,F,504.0,0,0,0,0,0,0,0,0,0,1,0,0,2,Not installed,Fuel oil,Luxembourg (shared with Eastern Hainaut)
house,uccle,1180,10661837,€1625000,Avenue du Pesage 10,6,G,376.0,0,0,40,620,60,3,1964,Just renovated,0,4,0,1,5,Installed,Fuel oil,Brussels Capital Region
villa,wakken,8720,10661834,€597950,Izegemstraat 355,4,C,249.0,0,1,0,985,0,4,1981,As new,0,0,0,1,0,0,Fuel oil,West Flanders
house,wakken,8720,10661833,€597950,Izegemstraat 355,4,C,249.0,0,1,0,985,0,4,1981,As new,0,0,0,1,0,0,Fuel oil,West Flanders
house,ronse,9600,10661832,€167950,Izegemstraat 355,2,F,592.0,0,0,0,80,0,2,0,Good,0,0,0,0,0,0,Gas,East Flanders
house,kortrijk,8500,10661830,€162000,Izegemstraat 355,2,F,667.0,0,1,0,139,0,2,1937,0,0,0,0,0,0,0,0,West Flanders
house,gavere,9890,10661829,€367500,Sint-Denijslaan 1,3,A,1.0,0,0,9,200,24,2,2021,As new,0,2,0,1,3,Hyper equipped,Gas,East Flanders
house,gavere,9890,10661828,€357500,Sint-Denijslaan 1,3,A,1.0,0,0,9,195,22,2,2021,As new,0,2,0,1,3,Hyper equipped,Gas,East Flanders
house,gavere,9890,10661827,€362500,Sint-Denijslaan 1,3,A,1.0,0,0,9,198,25,3,2021,As new,0,2,0,1,3,Hyper equipped,Gas,East Flanders
house,godinne,5530,10661824,€269000,Chaussée de Dinant 39,3,E,373.0,0,0,0,529,27,4,1965,0,0,0,1,0,1,Semi equipped,Fuel oil,Namur
house,moorsele,8560,10661821,€175000,Vanackerestraat 2,3,NS,0.0,0,1,0,590,0,0,0,Good,0,1,0,0,1,0,Fuel oil,West Flanders
house,kozen,3850,10606437,€669000,Sint-Laurentuisstraat 50D,5,B,121.0,0,0,0,9540,0,4,2008,0,0,2,0,0,3,Hyper equipped,0,Limburg
house,liège,4020,10661818,€259000,Chemin du Carmel 6B,2,F,457.0,0,0,25,300,25,3,0,Just renovated,0,1,0,0,1,Semi equipped,Gas,Liège
house,aalst,9300,10661812,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Flanders
house,aalst,9300,10661811,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Flanders
